# stan_version_major = 2
# stan_version_minor = 0
# stan_version_patch = 1
# model = chebyshev_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.65000000000000002 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 3
# data
#   file = chebyshev.dataset.R
# init = 2 (Default)
# random
#   seed = 12345
# output
#   file = samples3.csv
#   append_sample = 0 (Default)
#   diagnostic_file =  (Default)
#   append_diagnostic = 0 (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,coefs.1,coefs.2,coefs.3,coefs.4,coefs.5,coefs.6,coefs.7,coefs.8,coefs.9,coefs.10,coefs.11,coefs.12,coefs.13,coefs.14,coefs.15,coefs.16,coefs.17,coefs.18,coefs.19,coefs.20
# Adaptation terminated
# Step size = 0.602977
# Diagonal elements of inverse mass matrix:
# 2.36352e-05, 1.80954e-05, 1.69604e-05, 1.98494e-05, 1.70371e-05, 1.87382e-05, 1.81899e-05, 1.88539e-05, 1.86597e-05, 2.10854e-05, 1.84943e-05, 1.86496e-05, 1.78352e-05, 1.71771e-05, 2.04252e-05, 1.76951e-05, 1.82298e-05, 1.74743e-05, 1.8975e-05, 1.96092e-05
-22.3695,0.628022,0.602977,1,1.00365,0.0010363,0.495036,0.00855207,-0.00301663,-0.00122083,-0.00598899,0.00178255,-0.00077651,0.00166041,-0.00242637,-0.00184289,-0.00209452,0.00244387,0.0027145,-0.000894527,0.00294006,-0.00582459,-0.00299839,-0.00516908
-21.7293,1,0.602977,1,1.00192,0.000485203,0.50328,-0.00830364,-0.00208688,0.000980407,0.00674436,0.00128328,0.00395768,-0.00288257,0.00247626,0.000238988,0.00315908,-0.00380159,-0.00363066,-0.00188858,-0.000758857,0.00603371,0.00147464,0.00274012
-19.632,0.936148,0.602977,1,0.999071,-0.00366721,0.499245,0.00169647,-0.00301873,0.00127977,-0.00492824,-0.00184086,-0.0011455,0.00415323,-0.00184871,0.002281,0.00162293,0.00123207,0.00441103,0.00240882,-0.00446307,-0.00126,-0.00205293,0.00849283
-21.2283,0.720223,0.602977,1,1.00197,-0.00666687,0.496088,0.000849861,-0.00193775,-0.00218062,-0.0050067,-0.00490209,-0.00419483,-0.00409636,-0.0016512,-1.5657e-06,0.00201417,-0.000760047,0.00257525,0.00544479,7.06796e-05,-0.000669474,-0.0024628,0.00609215
-19.5553,1,0.602977,1,0.999511,-0.0089533,0.496693,0.000130087,-0.00348426,0.000709163,-0.00411643,-0.00230467,0.00121619,-0.00356439,0.00380273,-0.00217109,0.000719701,-0.00283579,0.00250333,0.00444568,0.000280592,0.000447805,-0.00372424,-5.61183e-05
-20.2173,0.947569,0.602977,1,0.99628,-0.000273932,0.49522,-0.00179958,-0.00238232,0.00434699,-0.00187765,0.00509966,-0.000214779,-0.00125205,-0.00881386,-0.00134309,-0.00142519,-0.00312342,-0.00196537,-0.00203969,-0.00236679,-0.00419237,0.00316705,-0.00027425
-20.6705,0.964428,0.602977,1,1.00179,-0.000348192,0.505592,0.000483439,-0.00635633,-0.00441446,0.00174811,-0.00593448,-0.00531771,-0.00268634,-0.00191189,0.00100034,0.00313165,-0.00335699,-0.000692912,0.00207808,0.00192229,-0.00286926,-0.00419016,-0.00186303
-21.6094,0.636802,0.602977,1,0.994136,0.00122443,0.49851,0.00109295,0.00631862,0.00578692,-0.00185039,0.00286727,0.0049855,0.000731512,0.000671979,-0.00435474,-6.26657e-05,0.00571339,-0.00236776,-0.00229206,-0.00661545,0.00309162,0.000354478,-0.0010142
-17.5401,1,0.602977,1,0.996101,-0.00139061,0.500372,-0.00221019,0.000252248,-0.00132216,0.0027636,-0.000635467,5.39831e-05,3.9618e-05,8.8099e-05,0.00372901,-0.0015329,0.000352977,-0.00238959,0.000179757,-0.00330997,-0.00330337,-0.00845555,0.00530632
-15.9285,0.73237,0.602977,2,1.00032,0.00235676,0.499283,0.00360859,-0.000852648,0.00117038,-0.00246789,0.000194431,-0.000232866,6.98672e-05,0.000287347,-0.00213112,0.0014153,-0.000786465,0.00412206,0.000223169,0.00255015,0.00346983,0.00718369,-0.00381165
-18.1947,0.211411,0.602977,1,0.995358,0.00206775,0.494474,0.000223699,-0.00508689,-0.00328161,0.000598033,-4.09654e-05,0.00697225,0.00250459,-0.00345412,0.00228628,0.00119547,0.000697247,0.00124552,0.0030145,-0.000938416,0.00283999,0.00158091,-0.00169512
-14.7233,0.983107,0.602977,1,1.00139,-0.000269945,0.503374,0.000539679,0.00273491,-0.00173231,0.0012121,0.000175436,-0.00752768,-0.000564324,-0.000329268,-0.00215882,-0.000166908,-0.00146338,0.00160951,-0.00363481,0.000944362,-0.00126415,-0.00168345,0.00141771
-14.9117,0.954908,0.602977,1,1.0021,-0.00280438,0.502921,-0.00105928,-0.000763981,-0.000726709,-0.000771661,0.000441101,-0.00533216,-0.00266326,-0.000674025,-0.00515585,-0.00404707,-0.000262114,0.00141467,-0.00288522,-0.000450002,0.000161871,0.00178482,0.000966242
-12.8991,0.946805,0.602977,1,1.00151,-0.000880728,0.501491,-7.73289e-05,0.000387467,-0.000977619,0.0029656,0.0015495,-0.0016627,0.00265469,0.000794875,-0.00474543,-0.000675348,-0.000449552,0.00142602,0.00036983,-0.000586711,-0.00181256,0.00436828,0.000787334
-12.8991,0.338045,0.602977,1,1.00151,-0.000880728,0.501491,-7.73289e-05,0.000387467,-0.000977619,0.0029656,0.0015495,-0.0016627,0.00265469,0.000794875,-0.00474543,-0.000675348,-0.000449552,0.00142602,0.00036983,-0.000586711,-0.00181256,0.00436828,0.000787334
-23.2482,0.351913,0.602977,1,0.998531,-0.00137435,0.502876,-0.00421493,0.00502948,-0.00165411,0.00137444,-0.00157242,-0.000415496,0.00411934,0.00191824,0.0029524,-0.00236076,-0.00273903,0.00250708,-0.00102527,-0.00288761,0.00742084,-0.00349668,-0.00976636
-19.997,0.68688,0.602977,1,1.00133,-0.000124788,0.499954,0.00692028,0.00410205,0.004654,0.00304031,-0.0032021,-0.00205191,0.00288528,0.00390463,-0.00198086,-8.21257e-05,-0.00361914,-0.00166021,-0.00125181,0.000879868,0.00619256,0.000535523,-0.00473378
-18.6165,1,0.602977,1,0.999779,-0.00318437,0.49755,-0.00333419,-0.000744458,-0.00447775,-0.00218451,0.00741228,0.00135065,-0.00298578,-0.0039781,0.00105347,3.69108e-05,0.0016165,-0.000590375,0.0012112,-0.000444661,-0.00498661,0.000212838,0.00498078
