# stan_version_major = 2
# stan_version_minor = 0
# stan_version_patch = 1
# model = chebyshev_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.65000000000000002 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = chebyshev.dataset.R
# init = 2 (Default)
# random
#   seed = 2673561448
# output
#   file = samples.csv (Default)
#   append_sample = 0 (Default)
#   diagnostic_file =  (Default)
#   append_diagnostic = 0 (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,coefs.1,coefs.2,coefs.3,coefs.4,coefs.5,coefs.6,coefs.7,coefs.8,coefs.9,coefs.10,coefs.11,coefs.12,coefs.13,coefs.14,coefs.15,coefs.16,coefs.17,coefs.18,coefs.19,coefs.20
# Adaptation terminated
# Step size = 0.79426
# Diagonal elements of inverse mass matrix:
# 0.137798, 0.0785077, 0.0772137, 0.0785645, 0.0952407, 0.0815197, 0.0742528, 0.0822607, 0.0792669, 0.093631, 0.0932868, 0.097407, 0.100388, 0.0869111, 0.099586, 0.0844145, 0.0894394, 0.0929967, 0.0888321, 0.0804048
-16.2103,0.250846,0.79426,1,0.426853,-0.106233,0.388897,0.292872,-0.141912,-0.0353911,0.47522,-0.0665498,-0.385237,0.126807,0.343521,0.628498,0.264248,0.201729,0.0796483,-0.0341399,0.0581054,-0.194851,0.448793,0.342601
-15.2145,0.652418,0.79426,2,1.55569,0.286921,0.809389,-0.0885973,0.312537,-0.0979459,-0.159011,-0.0910986,0.192721,-0.21837,0.159749,0.139713,-0.0349304,0.0338734,-0.0450072,0.164369,0.375283,0.461857,-0.519325,0.239045
-13.6857,0.491203,0.79426,1,1.32355,0.574099,0.714424,0.0250772,0.125937,-0.251915,0.0288118,0.188988,-0.304749,0.186473,0.275075,0.187991,0.224907,0.455927,0.13019,0.205302,0.252764,0.161139,0.0245463,0.428516
-14.8439,0.570243,0.79426,2,1.41036,0.0712939,0.491663,0.48169,-0.0222779,0.252112,-0.341659,0.24855,0.281946,-0.20746,0.0726789,-0.0370847,-0.372368,0.278232,0.0437626,0.0966125,0.370913,0.233038,0.0607399,-0.354403
-18.8371,0.745229,0.79426,2,0.981123,0.588507,0.949153,0.379898,0.27439,0.251789,0.364884,0.164348,0.0586558,-0.574507,-0.380483,0.0156212,-0.251296,0.0981634,0.200493,0.00404433,-0.538522,0.232447,0.274763,-0.0638396
-18.5252,0.617614,0.79426,2,0.947347,-0.413094,0.238604,-0.212889,-0.0618094,-0.0699484,-0.300602,0.0265627,0.0674085,0.573583,0.656328,0.25479,0.495596,0.0842221,0.145103,0.177771,0.712609,-0.0449729,-0.0961231,0.221357
-19.3601,0.829022,0.79426,1,1.08236,-0.0699337,0.297816,0.0370149,-0.0633653,0.23589,0.208406,-0.317411,0.158687,0.675759,0.520595,0.329489,0.0916608,0.409832,-0.288506,0.1227,0.912766,-0.216524,-0.0235717,-0.182345
-19.9847,0.957089,0.79426,1,1.31518,0.287716,0.319256,0.166781,0.741293,0.543556,-0.233615,0.265806,-0.0208458,-0.039199,0.0979258,0.145879,0.687964,0.0491263,0.283263,-0.752524,0.245757,-0.0957796,0.196695,0.0400786
-18.7658,1,0.79426,1,1.08511,0.268769,0.854032,-0.207283,0.28636,-0.136016,-0.151116,0.0124997,-0.383044,0.344579,0.247006,0.164639,-0.12388,0.343171,0.2486,0.220462,-0.580942,-0.28959,0.770819,0.121255
-16.0143,1,0.79426,1,0.631285,-0.359532,0.595506,-0.121345,-0.0826516,0.0312,-0.427904,0.336968,-0.1601,0.100005,-0.211361,0.353807,0.338266,0.454154,0.206833,0.0119351,0.275835,0.379388,0.312105,0.426599
-16.0143,0.28495,0.79426,1,0.631285,-0.359532,0.595506,-0.121345,-0.0826516,0.0312,-0.427904,0.336968,-0.1601,0.100005,-0.211361,0.353807,0.338266,0.454154,0.206833,0.0119351,0.275835,0.379388,0.312105,0.426599
-14.205,0.91441,0.79426,1,1.31809,0.443569,0.632728,0.0538386,0.358854,0.435898,0.22484,-0.0109887,0.126548,0.22827,0.36042,-0.261387,-0.170722,-0.178226,0.158356,0.144279,0.375858,0.239357,-0.300937,-0.120848
-16.1611,0.552398,0.79426,1,0.998432,-0.0911795,0.328924,0.571571,-0.224988,-0.153985,0.374715,0.159694,0.134778,-0.3139,0.250479,0.615871,0.500957,0.182591,0.183905,0.2976,0.116547,-0.249893,0.18365,0.322953
-22.833,0.511788,0.79426,1,0.824831,-0.0861658,0.116464,-0.300603,0.126517,-0.77957,0.125646,-0.480951,-0.243622,-0.0161615,-0.162263,0.454644,-0.329959,0.220334,-0.197222,-0.528341,0.200911,-0.213686,-0.0655408,-0.15618
-25.9982,0.800065,0.79426,1,0.907973,0.0341003,0.198403,0.118537,0.210473,-0.661078,0.220488,-0.956124,-0.0567726,-0.129305,-0.10549,0.406235,-0.395073,0.341723,-0.313013,-0.463994,0.0824856,-0.48723,-0.0575317,-0.158027
-18.3764,1,0.79426,1,1.25843,0.636717,0.436489,-0.18374,0.119114,-0.370168,-0.0419967,0.952713,0.0313135,0.0635127,0.575687,-0.0771621,-0.057886,-0.0577586,-0.150441,0.0776397,0.0358437,0.282665,0.235538,0.00996775
-20.9562,0.798957,0.79426,1,0.56033,-0.367297,0.725556,-0.191386,-0.426235,0.347933,0.298342,0.204722,0.0843132,-0.2271,0.567351,-0.169545,0.432323,-0.329687,-0.305424,-0.436699,-0.361152,0.0438305,-0.0214621,-0.28437
-19.2558,1,0.79426,1,0.960503,0.213217,0.747169,-0.253763,0.238264,0.28475,0.191029,0.137041,-0.23487,-0.0556875,-0.178153,0.359741,-0.425004,-0.490457,0.163451,0.308125,-0.54687,0.154442,0.710795,-0.0577625
-19.6384,0.966025,0.79426,1,1.49337,0.283779,0.0919046,0.231818,-0.194834,0.464776,0.372622,0.11201,0.115961,-0.132422,0.731529,-0.40475,0.498386,0.174109,-0.395885,-0.287272,-0.177068,0.0659152,0.21123,-0.0474623
-22.1876,0.600704,0.79426,1,0.514801,-0.445461,0.792776,0.0916787,0.59573,0.225871,-0.0202154,0.265688,0.44438,0.471541,-0.263864,0.405451,-0.204823,0.449471,0.670275,0.346763,0.0429473,0.0627167,-0.563726,0.525875
-21.7797,0.969439,0.79426,1,1.19026,0.102434,0.19291,0.88519,0.412542,-0.139832,-0.372103,0.588313,-0.12846,-0.132049,0.418173,-0.0838009,0.362688,-0.0620064,-0.174719,0.454649,-0.118688,0.557202,-0.0347002,0.586339
-16.0723,1,0.79426,1,1.08892,0.13701,0.35701,0.222463,-0.159048,-0.292648,-0.0194257,-0.119388,0.370695,-0.0257066,0.193578,0.0966051,0.475739,0.596829,-0.334883,-0.0264544,-0.094634,-0.38377,-0.25212,-0.00775498
-14.6002,0.943613,0.79426,1,1.14769,0.0694539,0.445156,0.401507,0.0486403,-0.391586,0.0359829,-0.160867,0.616723,0.396574,-0.190138,-0.0732758,0.242795,0.496001,-0.1005,0.040964,0.0425701,0.0254321,0.215216,0.0440504
-25.7449,0.295616,0.79426,1,1.58371,0.343303,-0.0306537,-0.129439,0.679607,0.740688,0.0950922,0.667589,0.523077,-0.521964,-0.101965,-0.335016,-0.429735,0.247914,-0.22932,-0.276172,0.0295074,-0.0482916,0.252909,-0.188153
-18.1956,1,0.79426,1,0.907644,0.220191,0.214196,0.187735,-0.186929,0.537958,-0.43786,0.192514,0.14666,-0.259231,0.0748998,-0.190432,-0.245287,0.185547,0.179652,-0.137709,0.15001,0.572957,-0.234524,-0.512055
-17.6407,0.831434,0.79426,1,1.02969,0.121981,0.603548,0.803065,-0.210905,-0.277605,0.0843069,0.474113,0.10623,-0.355949,-0.137328,0.0904821,-0.221788,-0.147996,0.080856,0.162333,0.598541,0.284625,0.342308,-0.116182
-15.7633,1,0.79426,1,0.627071,0.0269699,0.425352,-0.256638,0.194072,0.276492,0.446804,0.0381208,-0.325638,0.400135,0.359684,0.345072,0.681419,0.307206,0.0863077,0.0395133,-0.173142,-0.101585,-0.033054,0.295457
-20.9605,0.499598,0.79426,1,1.22367,-0.34761,0.634348,0.13767,-0.103313,-0.105062,-0.484082,0.568499,0.55091,-0.252523,-0.195734,-0.125377,-0.749558,0.117457,0.189366,0.0119875,0.582473,0.0698556,0.135548,-0.0215368
-23.0544,0.996932,0.79426,1,1.16828,0.247656,0.055864,0.370227,0.235891,0.574336,0.95436,-0.599412,-0.15968,0.340564,0.193726,0.170469,0.612706,0.308375,-0.293143,0.169869,-0.258686,0.179109,0.134098,0.40985
-21.4049,0.726649,0.79426,2,0.771622,-0.0364242,0.967009,-0.290472,-0.0430598,-0.389401,-0.766362,0.783148,0.297651,-0.164666,0.0884016,0.17792,-0.172496,-0.116813,0.424354,0.0119559,0.413684,0.042409,0.0450778,-0.223325
-15.3704,1,0.79426,1,0.974302,0.26906,0.732637,0.0459989,0.153235,-0.429165,0.0403667,0.0674551,0.379215,-0.0821006,0.395755,0.231093,-0.0835398,0.189524,-0.0234978,0.342894,0.158393,0.00846726,-0.464783,0.617415
-16.6319,0.92069,0.79426,1,1.58945,-0.0454174,0.339201,-0.0262269,0.12557,0.330918,0.045353,0.187978,0.473036,0.195412,0.266963,0.509027,-0.0118139,0.0827394,0.252532,-0.0970887,0.466002,-0.0445367,0.428576,0.778769
